week_start_date,sku_id,category,current_price,current_quantity,cost_price,is_on_promo,normal_elasticity,promo_elasticity,final_elasticity,elasticity,competitor_price,margin_target,elasticity_p_value
2024-09-02,SKU0002,Electronics,20879.31704819277,166,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,21139.32,0.18,0.4094
2024-09-09,SKU0002,Electronics,19738.9848255814,172,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,21801.12,0.18,0.4094
2024-09-16,SKU0002,Electronics,19834.09093406593,182,18000,True,-0.7486,-2.7505,-2.7505,-2.7505,21829.05,0.18,0.4094
2024-09-23,SKU0002,Electronics,20824.511944444446,144,18000,True,-0.7486,-2.7505,-2.7505,-2.7505,21960.58666666667,0.18,0.4094
2024-09-30,SKU0002,Electronics,20404.06090909091,143,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,21220.096666666668,0.18,0.4094
2024-10-07,SKU0002,Electronics,19022.431505376346,186,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,21426.086666666662,0.18,0.4094
2024-10-14,SKU0002,Electronics,18808.38512820513,195,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,20213.303333333333,0.18,0.4094
2024-10-21,SKU0002,Electronics,20765.11576642336,137,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,21514.25333333333,0.18,0.4094
2024-10-28,SKU0002,Electronics,20329.988773584908,106,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,20125.146666666667,0.18,0.4094
2024-11-04,SKU0002,Electronics,18942.458496732022,153,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,21635.766666666663,0.18,0.4094
2024-11-11,SKU0002,Electronics,20616.85511450382,131,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,20894.823333333334,0.18,0.4094
2024-11-18,SKU0002,Electronics,20434.725839416056,137,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,20959.506666666664,0.18,0.4094
2024-11-25,SKU0002,Electronics,19166.984551724137,145,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,19880.596666666668,0.18,0.4094
2024-12-02,SKU0002,Electronics,19491.642617449663,149,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,20919.15333333333,0.18,0.4094
2024-12-09,SKU0002,Electronics,22274.446888888888,135,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,20946.316666666666,0.18,0.4094
2024-12-16,SKU0002,Electronics,20733.3518125,160,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,21328.81,0.18,0.4094
2024-12-23,SKU0002,Electronics,18828.93966442953,149,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,21323.84333333333,0.18,0.4094
2024-12-30,SKU0002,Electronics,19276.56339622641,53,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,21823.62,0.18,0.4094
2024-07-01,SKU0003,Electronics,33655.95154411765,136,30000,True,-1.176,1.7516,1.7516,1.7516,37729.95333333334,0.18,0.0164
2024-07-08,SKU0003,Electronics,35592.216636363635,110,30000,True,-1.176,1.7516,1.7516,1.7516,35575.65333333333,0.18,0.0164
2024-07-15,SKU0003,Electronics,33999.69010869566,92,30000,False,-1.176,1.7516,-1.176,-1.176,36753.05333333334,0.18,0.0164
2024-07-22,SKU0003,Electronics,39854.97824324325,74,30000,False,-1.176,1.7516,-1.176,-1.176,35209.58666666667,0.18,0.0164
2024-07-29,SKU0003,Electronics,35388.70777777778,81,30000,False,-1.176,1.7516,-1.176,-1.176,37493.18666666667,0.18,0.0164
2024-08-05,SKU0003,Electronics,35810.27141791045,134,30000,True,-1.176,1.7516,1.7516,1.7516,34683.34,0.18,0.0164
2024-08-12,SKU0003,Electronics,34130.762500000004,92,30000,True,-1.176,1.7516,1.7516,1.7516,35362.943333333336,0.18,0.0164
2024-08-19,SKU0003,Electronics,35240.46156626506,83,30000,False,-1.176,1.7516,-1.176,-1.176,35438.85,0.18,0.0164
2024-08-26,SKU0003,Electronics,39595.72041666667,72,30000,False,-1.176,1.7516,-1.176,-1.176,35939.41333333333,0.18,0.0164
2024-09-02,SKU0003,Electronics,33175.62925,80,30000,False,-1.176,1.7516,-1.176,-1.176,34944.41,0.18,0.0164
2024-09-09,SKU0003,Electronics,39214.8955,60,30000,False,-1.176,1.7516,-1.176,-1.176,36628.24333333333,0.18,0.0164
2024-09-16,SKU0003,Electronics,32389.18186915888,107,30000,True,-1.176,1.7516,1.7516,1.7516,35718.44666666666,0.18,0.0164
2024-09-23,SKU0003,Electronics,34117.82791666666,72,30000,True,-1.176,1.7516,1.7516,1.7516,34749.60666666667,0.18,0.0164
2024-09-30,SKU0003,Electronics,38628.74107142857,56,30000,False,-1.176,1.7516,-1.176,-1.176,36356.05666666666,0.18,0.0164
2024-10-07,SKU0003,Electronics,37755.49847457627,59,30000,False,-1.176,1.7516,-1.176,-1.176,34607.52,0.18,0.0164
2024-10-14,SKU0003,Electronics,33729.24307692308,52,30000,False,-1.176,1.7516,-1.176,-1.176,35107.996666666666,0.18,0.0164
2024-10-21,SKU0003,Electronics,,0,30000,False,-1.176,1.7516,-1.176,-1.176,36293.05666666667,0.18,0.0164
2024-10-28,SKU0003,Electronics,35525.3074137931,58,30000,False,-1.176,1.7516,-1.176,-1.176,36413.68333333333,0.18,0.0164
2024-11-04,SKU0003,Electronics,37814.83346153847,52,30000,False,-1.176,1.7516,-1.176,-1.176,36319.386666666665,0.18,0.0164
2024-11-11,SKU0003,Electronics,36284.1268,50,30000,False,-1.176,1.7516,-1.176,-1.176,33745.56,0.18,0.0164
2024-11-18,SKU0003,Electronics,35731.903018867924,53,30000,False,-1.176,1.7516,-1.176,-1.176,35538.46666666667,0.18,0.0164
2024-11-25,SKU0003,Electronics,36448.02127272728,55,30000,False,-1.176,1.7516,-1.176,-1.176,35169.68666666667,0.18,0.0164
2024-12-02,SKU0003,Electronics,36388.37235294117,51,30000,False,-1.176,1.7516,-1.176,-1.176,33846.153333333335,0.18,0.0164
2024-12-09,SKU0003,Electronics,39962.07047619048,42,30000,False,-1.176,1.7516,-1.176,-1.176,35889.98,0.18,0.0164
2024-12-16,SKU0003,Electronics,33258.333384615384,65,30000,False,-1.176,1.7516,-1.176,-1.176,35530.57,0.18,0.0164
2024-12-23,SKU0003,Electronics,37520.852333333336,60,30000,False,-1.176,1.7516,-1.176,-1.176,35355.130000000005,0.18,0.0164
2024-12-30,SKU0003,Electronics,35437.08,21,30000,False,-1.176,1.7516,-1.176,-1.176,34638.89333333333,0.18,0.0164
2024-07-01,SKU0004,Electronics,13417.998,80,9000,True,-1.8797,0.0483,0.0483,0.0483,9964.842,0.18,0.0018
2024-07-08,SKU0004,Electronics,14264.49883116883,77,9000,True,-1.8797,0.0483,0.0483,0.0483,9534.189,0.18,0.0018
2024-07-15,SKU0004,Electronics,14431.626274509805,51,9000,False,-1.8797,0.0483,-1.8797,-1.8797,10072.686,0.18,0.0018
2024-07-22,SKU0004,Electronics,14862.188333333334,60,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9716.133,0.18,0.0018
2024-07-29,SKU0004,Electronics,13966.606000000002,50,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9488.532,0.18,0.0018
2024-08-05,SKU0004,Electronics,14682.984473684211,38,9000,True,-1.8797,0.0483,0.0483,0.0483,9428.595,0.18,0.0018
2024-08-12,SKU0004,Electronics,12062.936233766231,77,9000,True,-1.8797,0.0483,0.0483,0.0483,9518.448,0.18,0.0018
2024-08-19,SKU0004,Electronics,14732.921463414636,41,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9343.152,0.18,0.0018
2024-08-26,SKU0004,Electronics,13688.389782608694,46,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9190.494,0.18,0.0018
2024-09-02,SKU0004,Electronics,14288.93487804878,41,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9149.508,0.18,0.0018
2024-09-09,SKU0004,Electronics,14879.39,48,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9121.425,0.18,0.0018
2024-09-16,SKU0004,Electronics,15152.817727272726,44,9000,True,-1.8797,0.0483,0.0483,0.0483,9155.928,0.18,0.0018
2024-09-23,SKU0004,Electronics,12552.135777777778,45,9000,True,-1.8797,0.0483,0.0483,0.0483,9673.731,0.18,0.0018
2024-09-30,SKU0004,Electronics,14937.976774193548,31,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9598.941,0.18,0.0018
2024-10-07,SKU0004,Electronics,15414.63576923077,26,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9934.503,0.18,0.0018
2024-10-14,SKU0004,Electronics,15976.591612903225,31,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9402.384,0.18,0.0018
2024-10-21,SKU0004,Electronics,,0,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9334.293,0.18,0.0018
2024-10-28,SKU0004,Electronics,14815.497272727274,33,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9670.413,0.18,0.0018
2024-11-04,SKU0004,Electronics,14802.479,30,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9066.33,0.18,0.0018
2024-11-11,SKU0004,Electronics,13181.651666666665,36,9000,False,-1.8797,0.0483,-1.8797,-1.8797,8992.794,0.18,0.0018
2024-11-18,SKU0004,Electronics,15180.907741935484,31,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9248.925,0.18,0.0018
2024-11-25,SKU0004,Electronics,13551.309411764709,34,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9571.263,0.18,0.0018
2024-12-02,SKU0004,Electronics,14730.058333333332,30,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9508.14,0.18,0.0018
2024-12-09,SKU0004,Electronics,15188.52722222222,36,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9621.006,0.18,0.0018
2024-12-16,SKU0004,Electronics,13524.729743589744,39,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9545.754,0.18,0.0018
2024-12-23,SKU0004,Electronics,15065.611428571428,42,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9421.083,0.18,0.0018
2024-12-30,SKU0004,Electronics,15872.2165,20,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9798.875999999998,0.18,0.0018
2024-07-01,SKU0005,Electronics,6095.710044247788,226,6000,True,-2.4587,-3.7896,-3.7896,-3.7896,7019.933333333333,0.18,0.0
2024-07-08,SKU0005,Electronics,6271.0388047808765,251,6000,True,-2.4587,-3.7896,-3.7896,-3.7896,6837.543333333332,0.18,0.0
2024-07-15,SKU0005,Electronics,6503.269602272727,176,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,7103.206666666666,0.18,0.0
2024-07-22,SKU0005,Electronics,7162.048831168831,154,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,7222.073333333334,0.18,0.0
2024-07-29,SKU0005,Electronics,6539.227021276595,188,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,7011.326666666667,0.18,0.0
2024-08-05,SKU0005,Electronics,6542.924242424242,198,6000,True,-2.4587,-3.7896,-3.7896,-3.7896,6981.126666666667,0.18,0.0
2024-08-12,SKU0005,Electronics,5574.29825203252,246,6000,True,-2.4587,-3.7896,-3.7896,-3.7896,6692.963333333333,0.18,0.0
2024-08-19,SKU0005,Electronics,7365.835112781955,133,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6836.616666666666,0.18,0.0
2024-08-26,SKU0005,Electronics,7403.694027777778,144,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6981.5,0.18,0.0
2024-09-02,SKU0005,Electronics,6538.924277108434,166,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6982.576666666667,0.18,0.0
2024-09-09,SKU0005,Electronics,6610.873712574849,167,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6798.326666666667,0.18,0.0
2024-09-16,SKU0005,Electronics,6807.267218543047,151,6000,True,-2.4587,-3.7896,-3.7896,-3.7896,6691.803333333333,0.18,0.0
2024-09-23,SKU0005,Electronics,7003.002993197279,147,6000,True,-2.4587,-3.7896,-3.7896,-3.7896,7044.883333333334,0.18,0.0
2024-09-30,SKU0005,Electronics,7430.572352941176,119,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6931.493333333333,0.18,0.0
2024-10-07,SKU0005,Electronics,7323.11343137255,102,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6810.596666666667,0.18,0.0
2024-10-14,SKU0005,Electronics,6798.538968253969,126,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6486.943333333334,0.18,0.0
2024-10-21,SKU0005,Electronics,7513.87,119,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6903.176666666666,0.18,0.0
2024-10-28,SKU0005,Electronics,6661.9385135135135,148,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6928.343333333333,0.18,0.0
2024-11-04,SKU0005,Electronics,7332.107203389831,118,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6873.906666666667,0.18,0.0
2024-11-11,SKU0005,Electronics,6250.545824175823,182,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6730.673333333333,0.18,0.0
2024-11-18,SKU0005,Electronics,6877.754587155963,109,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6849.463333333333,0.18,0.0
2024-11-25,SKU0005,Electronics,7390.714594594594,111,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6845.63,0.18,0.0
2024-12-02,SKU0005,Electronics,6453.30804054054,148,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6763.386666666666,0.18,0.0
2024-12-09,SKU0005,Electronics,6372.011168831169,154,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6953.849999999999,0.18,0.0
2024-12-16,SKU0005,Electronics,7031.024565217392,184,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6586.876666666666,0.18,0.0
2024-12-23,SKU0005,Electronics,7228.623154362417,149,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6924.813333333333,0.18,0.0
2024-12-30,SKU0005,Electronics,7157.452307692308,52,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6721.693333333334,0.18,0.0
2024-07-01,SKU0006,Electronics,44212.513983739846,246,42000,True,-2.0946,0.9605,0.9605,0.9605,53009.78666666666,0.18,0.0
2024-07-08,SKU0006,Electronics,45244.50772908366,251,42000,True,-2.0946,0.9605,0.9605,0.9605,54813.293333333335,0.18,0.0
2024-07-15,SKU0006,Electronics,51533.05091503268,153,42000,False,-2.0946,0.9605,-2.0946,-2.0946,52951.12666666667,0.18,0.0
2024-07-22,SKU0006,Electronics,49516.78375,152,42000,False,-2.0946,0.9605,-2.0946,-2.0946,53084.61000000001,0.18,0.0
2024-07-29,SKU0006,Electronics,51994.00327868853,122,42000,False,-2.0946,0.9605,-2.0946,-2.0946,51223.62333333333,0.18,0.0
2024-08-05,SKU0006,Electronics,44460.00686390533,169,42000,True,-2.0946,0.9605,0.9605,0.9605,51335.07333333333,0.18,0.0
2024-08-12,SKU0006,Electronics,43151.41611111111,216,42000,True,-2.0946,0.9605,0.9605,0.9605,51606.61000000001,0.18,0.0
2024-08-19,SKU0006,Electronics,50545.4302173913,138,42000,False,-2.0946,0.9605,-2.0946,-2.0946,50173.95,0.18,0.0
2024-08-26,SKU0006,Electronics,48130.12154929578,142,42000,False,-2.0946,0.9605,-2.0946,-2.0946,50159.23666666666,0.18,0.0
2024-09-02,SKU0006,Electronics,45300.341393939394,165,42000,False,-2.0946,0.9605,-2.0946,-2.0946,50859.25,0.18,0.0
2024-09-09,SKU0006,Electronics,53495.33605504587,109,42000,False,-2.0946,0.9605,-2.0946,-2.0946,50452.59333333333,0.18,0.0
2024-09-16,SKU0006,Electronics,49316.70675,200,42000,True,-2.0946,0.9605,0.9605,0.9605,50236.96,0.18,0.0
2024-09-23,SKU0006,Electronics,47362.936608187134,171,42000,True,-2.0946,0.9605,0.9605,0.9605,51432.263333333336,0.18,0.0
2024-09-30,SKU0006,Electronics,45790.220758620686,145,42000,False,-2.0946,0.9605,-2.0946,-2.0946,49873.35999999999,0.18,0.0
2024-10-07,SKU0006,Electronics,52816.81171641791,134,42000,False,-2.0946,0.9605,-2.0946,-2.0946,51935.80333333334,0.18,0.0
2024-10-14,SKU0006,Electronics,50026.123178294576,129,42000,False,-2.0946,0.9605,-2.0946,-2.0946,50316.76,0.18,0.0
2024-10-21,SKU0006,Electronics,50774.98419354839,124,42000,False,-2.0946,0.9605,-2.0946,-2.0946,49872.82333333333,0.18,0.0
2024-10-28,SKU0006,Electronics,47069.16386075949,158,42000,False,-2.0946,0.9605,-2.0946,-2.0946,50314.14666666667,0.18,0.0
2024-11-04,SKU0006,Electronics,48365.08834532374,139,42000,False,-2.0946,0.9605,-2.0946,-2.0946,50236.33666666667,0.18,0.0
2024-11-11,SKU0006,Electronics,49588.51517985611,139,42000,False,-2.0946,0.9605,-2.0946,-2.0946,52553.79666666667,0.18,0.0
2024-11-18,SKU0006,Electronics,47248.70134831461,178,42000,False,-2.0946,0.9605,-2.0946,-2.0946,51283.6,0.18,0.0
2024-11-25,SKU0006,Electronics,49377.9126056338,142,42000,False,-2.0946,0.9605,-2.0946,-2.0946,50765.05333333334,0.18,0.0
2024-12-02,SKU0006,Electronics,48233.51622222222,180,42000,False,-2.0946,0.9605,-2.0946,-2.0946,51110.13999999999,0.18,0.0
2024-12-09,SKU0006,Electronics,49867.544,160,42000,False,-2.0946,0.9605,-2.0946,-2.0946,50365.57,0.18,0.0
2024-12-16,SKU0006,Electronics,49010.68763975155,161,42000,False,-2.0946,0.9605,-2.0946,-2.0946,50096.4,0.18,0.0
2024-12-23,SKU0006,Electronics,53750.83913669065,139,42000,False,-2.0946,0.9605,-2.0946,-2.0946,50527.86666666667,0.18,0.0
2024-12-30,SKU0006,Electronics,49483.909565217386,46,42000,False,-2.0946,0.9605,-2.0946,-2.0946,49806.60333333333,0.18,0.0
2024-07-01,SKU0007,Electronics,17027.792166666666,120,12000,True,-2.5623,-1.1019,-1.1019,-1.1019,12403.875,0.18,0.0358
2024-07-08,SKU0007,Electronics,17404.739024390245,123,12000,True,-2.5623,-1.1019,-1.1019,-1.1019,12564.147,0.18,0.0358
2024-07-15,SKU0007,Electronics,20414.79265060241,83,12000,False,-2.5623,-1.1019,-2.5623,-2.5623,13062.69,0.18,0.0358
2024-07-22,SKU0007,Electronics,17430.3,78,12000,False,-2.5623,-1.1019,-2.5623,-2.5623,12515.721,0.18,0.0358
2024-07-29,SKU0007,Electronics,20674.2321875,64,12000,False,-2.5623,-1.1019,-2.5623,-2.5623,12230.19,0.18,0.0358
2024-08-05,SKU0007,Electronics,19754.347619047618,84,12000,True,-2.5623,-1.1019,-1.1019,-1.1019,12504.591,0.18,0.0358
2024-08-12,SKU0007,Electronics,15952.113739130436,115,12000,True,-2.5623,-1.1019,-1.1019,-1.1019,12208.899,0.18,0.0358
2024-08-19,SKU0007,Electronics,20217.863797468355,79,12000,False,-2.5623,-1.1019,-2.5623,-2.5623,12059.340000000002,0.18,0.0358
2024-08-26,SKU0007,Electronics,18829.28850574713,87,12000,False,-2.5623,-1.1019,-2.5623,-2.5623,12188.634,0.18,0.0358
2024-09-02,SKU0007,Electronics,20253.68297297297,74,12000,False,-2.5623,-1.1019,-2.5623,-2.5623,12457.431,0.18,0.0358
2024-09-09,SKU0007,Electronics,19182.55411764706,85,12000,False,-2.5623,-1.1019,-2.5623,-2.5623,12519.147,0.18,0.0358
2024-09-16,SKU0007,Electronics,16073.07017699115,113,12000,True,-2.5623,-1.1019,-1.1019,-1.1019,11811.543,0.18,0.0358
2024-09-23,SKU0007,Electronics,16284.120390625,128,12000,True,-2.5623,-1.1019,-1.1019,-1.1019,12199.101,0.18,0.0358
2024-09-30,SKU0007,Electronics,20700.04162162162,74,12000,False,-2.5623,-1.1019,-2.5623,-2.5623,11953.776,0.18,0.0358
2024-10-07,SKU0007,Electronics,17447.501341463412,82,12000,False,-2.5623,-1.1019,-2.5623,-2.5623,12293.061000000002,0.18,0.0358
2024-10-14,SKU0007,Electronics,17096.938674698795,83,12000,False,-2.5623,-1.1019,-2.5623,-2.5623,12170.103,0.18,0.0358
2024-10-21,SKU0007,Electronics,18052.95506849315,73,12000,False,-2.5623,-1.1019,-2.5623,-2.5623,11908.551,0.18,0.0358
2024-10-28,SKU0007,Electronics,18804.29544117648,68,12000,False,-2.5623,-1.1019,-2.5623,-2.5623,12060.981,0.18,0.0358
2024-11-04,SKU0007,Electronics,18373.10461538462,104,12000,False,-2.5623,-1.1019,-2.5623,-2.5623,11801.412000000002,0.18,0.0358
2024-11-11,SKU0007,Electronics,20417.5346031746,63,12000,False,-2.5623,-1.1019,-2.5623,-2.5623,12462.963000000002,0.18,0.0358
2024-11-18,SKU0007,Electronics,17388.284022988504,87,12000,False,-2.5623,-1.1019,-2.5623,-2.5623,11823.057,0.18,0.0358
2024-11-25,SKU0007,Electronics,20153.67891891892,74,12000,False,-2.5623,-1.1019,-2.5623,-2.5623,11415.702,0.18,0.0358
2024-12-02,SKU0007,Electronics,18520.22247311828,93,12000,False,-2.5623,-1.1019,-2.5623,-2.5623,12149.868,0.18,0.0358
2024-12-09,SKU0007,Electronics,18372.47875,80,12000,False,-2.5623,-1.1019,-2.5623,-2.5623,12467.931000000002,0.18,0.0358
2024-12-16,SKU0007,Electronics,18397.40542553192,94,12000,False,-2.5623,-1.1019,-2.5623,-2.5623,11742.78,0.18,0.0358
2024-12-23,SKU0007,Electronics,20292.97670731708,82,12000,False,-2.5623,-1.1019,-2.5623,-2.5623,12031.668,0.18,0.0358
2024-12-30,SKU0007,Electronics,20295.697222222225,18,12000,False,-2.5623,-1.1019,-2.5623,-2.5623,12423.456,0.18,0.0358
2024-07-01,SKU0008,Groceries,597.4270705244122,553,550,True,-0.4112,-0.4593,-0.4593,-0.4593,707.0266666666666,0.18,0.4138
2024-07-08,SKU0008,Groceries,629.7147558770343,553,550,True,-0.4112,-0.4593,-0.4593,-0.4593,680.8666666666667,0.18,0.4138
2024-07-15,SKU0008,Groceries,672.4651439539347,521,550,False,-0.4112,-0.4593,-0.4112,-0.4112,701.2766666666666,0.18,0.4138
2024-07-22,SKU0008,Groceries,741.4045029239766,342,550,False,-0.4112,-0.4593,-0.4112,-0.4112,703.6,0.18,0.4138
2024-07-29,SKU0008,Groceries,674.7499496221662,397,550,False,-0.4112,-0.4593,-0.4112,-0.4112,687.0266666666666,0.18,0.4138
