week_start_date,sku_id,category,current_price,current_quantity,cost_price,is_on_promo,normal_elasticity,promo_elasticity,final_elasticity,elasticity,competitor_price,margin_target,elasticity_p_value,recommended_price,predicted_quantity,predicted_revenue,predicted_gross_margin,predicted_profit,volume_change_pct,price_change_pct,historical_revenue,historical_profit,revenue_change_pct,profit_change_pct
2024-12-09,SKU0001,Electronics,11568.77448275862,87,8000,False,-0.6959,-1.2398,-0.6959,-0.6959,8686.538999999999,0.18,0.4324,,,,,,,,1006483.3799999999,310483.3799999999,,
2024-12-16,SKU0001,Electronics,11564.656636363636,110,8000,False,-0.6959,-1.2398,-0.6959,-0.6959,8332.494,0.18,0.4324,,,,,,,,1272112.23,392112.2299999999,,
2024-12-23,SKU0001,Electronics,12246.598068181816,88,8000,False,-0.6959,-1.2398,-0.6959,-0.6959,8959.263,0.18,0.4324,9854.283231814763,102.36911958417518,1008774.2985739778,18.817027968388103,189821.3419005763,16.328544982017256,-19.534525613138108,1077700.63,373700.62999999983,-6.395684432885796,-49.204971396334976
2024-12-30,SKU0001,Electronics,11824.967142857144,28,8000,False,-0.6959,-1.2398,-0.6959,-0.6959,8546.910000000002,0.18,0.4324,,,,,,,,331099.08,107099.08000000002,,
2024-07-01,SKU0002,Electronics,17489.128724137932,290,18000,True,-0.7486,-2.7505,-2.7505,-2.7505,21997.556666666667,0.18,0.4094,,,,,,,,5071847.33,-148152.66999999963,,
2024-07-08,SKU0002,Electronics,20573.90927272728,165,18000,True,-0.7486,-2.7505,-2.7505,-2.7505,21723.59,0.18,0.4094,,,,,,,,3394695.030000001,424695.0300000012,,
2024-07-15,SKU0002,Electronics,22632.095,134,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,22411.83333333333,0.18,0.4094,23570.32326196831,129.98669732225667,3063828.4756412203,23.632782631183755,724067.9238406003,-2.995001998315916,4.145565233657389,3032700.73,620700.7300000002,1.0264034737519356,16.653306310852912
2024-07-22,SKU0002,Electronics,21607.813741935483,155,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,21334.27333333333,0.18,0.4094,22504.574216893663,150.3527730274912,3383625.1393129434,20.016260576537295,677275.2248181019,-2.9982109500056753,4.150167553590989,3349211.13,559211.1299999998,1.0275258255499464,21.11261534048905
2024-07-29,SKU0002,Electronics,20338.68707070707,198,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,20782.710000000003,0.18,0.4094,,,,,,,,4027060.04,463060.0399999999,,
2024-08-05,SKU0002,Electronics,18583.051111111112,162,18000,True,-0.7486,-2.7505,-2.7505,-2.7505,21609.78,0.18,0.4094,,,,,,,,3010454.2800000003,94454.28000000012,,
2024-08-12,SKU0002,Electronics,17090.358301886794,265,18000,True,-0.7486,-2.7505,-2.7505,-2.7505,21622.846666666665,0.18,0.4094,,,,,,,,4528944.95,-241055.0499999996,,
2024-08-19,SKU0002,Electronics,21827.869545454545,176,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,20600.79333333333,0.18,0.4094,22660.637419418297,171.1353997356057,3878037.243035774,20.567106446107804,797600.0477948721,-2.7639774229513137,3.815158745701641,3841705.04,673705.0399999999,0.9457311963693593,18.39009662075144
2024-08-26,SKU0002,Electronics,21253.342880434782,184,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,19758.88666666667,0.18,0.4094,,,,,,,,3910615.09,598615.09,,
2024-09-02,SKU0002,Electronics,20879.31704819277,166,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,21139.32,0.18,0.4094,,,,,,,,3465966.63,477966.62999999983,,
2024-09-09,SKU0002,Electronics,19738.9848255814,172,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,21801.12,0.18,0.4094,,,,,,,,3395105.3900000006,299105.3900000007,,
2024-09-16,SKU0002,Electronics,19834.09093406593,182,18000,True,-0.7486,-2.7505,-2.7505,-2.7505,21829.05,0.18,0.4094,,,,,,,,3609804.5499999993,333804.5499999994,,
2024-09-23,SKU0002,Electronics,20824.511944444446,144,18000,True,-0.7486,-2.7505,-2.7505,-2.7505,21960.58666666667,0.18,0.4094,,,,,,,,2998729.72,406729.72000000026,,
2024-09-30,SKU0002,Electronics,20404.06090909091,143,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,21220.096666666668,0.18,0.4094,,,,,,,,2917780.71,343780.71,,
2024-10-07,SKU0002,Electronics,19022.431505376346,186,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,21426.086666666662,0.18,0.4094,,,,,,,,3538172.2600000002,190172.2600000003,,
2024-10-14,SKU0002,Electronics,18808.38512820513,195,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,20213.303333333333,0.18,0.4094,,,,,,,,3667635.1,157635.10000000018,,
2024-10-21,SKU0002,Electronics,20765.11576642336,137,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,21514.25333333333,0.18,0.4094,,,,,,,,2844820.8600000003,378820.8600000005,,
2024-10-28,SKU0002,Electronics,20329.988773584908,106,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,20125.146666666667,0.18,0.4094,,,,,,,,2154978.81,246978.81000000023,,
2024-11-04,SKU0002,Electronics,18942.458496732022,153,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,21635.766666666663,0.18,0.4094,,,,,,,,2898196.1499999994,144196.14999999944,,
2024-11-11,SKU0002,Electronics,20616.85511450382,131,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,20894.823333333334,0.18,0.4094,,,,,,,,2700808.02,342808.0200000002,,
2024-11-18,SKU0002,Electronics,20434.725839416056,137,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,20959.506666666664,0.18,0.4094,,,,,,,,2799557.4399999995,333557.4399999997,,
2024-11-25,SKU0002,Electronics,19166.984551724137,145,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,19880.596666666668,0.18,0.4094,,,,,,,,2779212.76,169212.75999999992,,
2024-12-02,SKU0002,Electronics,19491.642617449663,149,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,20919.15333333333,0.18,0.4094,,,,,,,,2904254.7499999995,222254.74999999977,,
2024-12-09,SKU0002,Electronics,22274.446888888888,135,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,20946.316666666666,0.18,0.4094,23040.761964347854,131.62455105209463,3032729.9494554643,21.877583615280095,663488.0305177609,-2.500332554003981,3.4403326793323252,3007050.33,577050.3299999998,0.8539803673809576,14.979230757525276
2024-12-16,SKU0002,Electronics,20733.3518125,160,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,21328.81,0.18,0.4094,,,,,,,,3317336.29,437336.29000000015,,
2024-12-23,SKU0002,Electronics,18828.93966442953,149,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,21323.84333333333,0.18,0.4094,,,,,,,,2805512.01,123512.01000000001,,
2024-12-30,SKU0002,Electronics,19276.56339622641,53,18000,False,-0.7486,-2.7505,-0.7486,-0.7486,21823.62,0.18,0.4094,,,,,,,,1021657.8599999998,67657.85999999978,,
2024-07-01,SKU0003,Electronics,33655.95154411765,136,30000,True,-1.176,1.7516,1.7516,1.7516,37729.95333333334,0.18,0.0164,,,,,,,,4577209.41,497209.41000000015,,
2024-07-08,SKU0003,Electronics,35592.216636363635,110,30000,True,-1.176,1.7516,1.7516,1.7516,35575.65333333333,0.18,0.0164,,,,,,,,3915143.83,615143.8299999998,,
2024-07-15,SKU0003,Electronics,33999.69010869566,92,30000,False,-1.176,1.7516,-1.176,-1.176,36753.05333333334,0.18,0.0164,,,,,,,,3127971.49,367971.49000000046,,
2024-07-22,SKU0003,Electronics,39854.97824324325,74,30000,False,-1.176,1.7516,-1.176,-1.176,35209.58666666667,0.18,0.0164,38727.931009674496,76.5389777456399,2964196.2496841536,22.536527984141987,668026.9173149565,3.4310510076214884,-2.827870653171971,2949268.39,729268.3900000004,0.5061546699096198,-8.397659013445491
2024-07-29,SKU0003,Electronics,35388.70777777778,81,30000,False,-1.176,1.7516,-1.176,-1.176,37493.18666666667,0.18,0.0164,,,,,,,,2866485.33,436485.3300000003,,
2024-08-05,SKU0003,Electronics,35810.27141791045,134,30000,True,-1.176,1.7516,1.7516,1.7516,34683.34,0.18,0.0164,,,,,,,,4798576.37,778576.3700000005,,
2024-08-12,SKU0003,Electronics,34130.762500000004,92,30000,True,-1.176,1.7516,1.7516,1.7516,35362.943333333336,0.18,0.0164,,,,,,,,3140030.1500000004,380030.1500000004,,
2024-08-19,SKU0003,Electronics,35240.46156626506,83,30000,False,-1.176,1.7516,-1.176,-1.176,35438.85,0.18,0.0164,,,,,,,,2924958.31,434958.31000000006,,
2024-08-26,SKU0003,Electronics,39595.72041666667,72,30000,False,-1.176,1.7516,-1.176,-1.176,35939.41333333333,0.18,0.0164,39532.15929249425,72.13615771918988,2851698.0777035034,24.11241749272236,687613.3461278068,0.18910794331927772,-0.16052523733263158,2850891.87,690891.8700000003,0.028279140011844284,-0.4745350198133824
2024-09-02,SKU0003,Electronics,33175.62925,80,30000,False,-1.176,1.7516,-1.176,-1.176,34944.41,0.18,0.0164,,,,,,,,2654050.34,254050.33999999985,,
2024-09-09,SKU0003,Electronics,39214.8955,60,30000,False,-1.176,1.7516,-1.176,-1.176,36628.24333333333,0.18,0.0164,40240.193938193304,58.206228882398264,2342229.9386385744,25.447675411111764,596043.0721666267,-2.9896185293362243,2.614563739417086,2352893.73,552893.73,-0.4532202719340628,7.804274099224595
2024-09-16,SKU0003,Electronics,32389.18186915888,107,30000,True,-1.176,1.7516,1.7516,1.7516,35718.44666666666,0.18,0.0164,,,,,,,,3465642.4600000004,255642.4600000003,,
2024-09-23,SKU0003,Electronics,34117.82791666666,72,30000,True,-1.176,1.7516,1.7516,1.7516,34749.60666666667,0.18,0.0164,,,,,,,,2456483.6099999994,296483.60999999964,,
2024-09-30,SKU0003,Electronics,38628.74107142857,56,30000,False,-1.176,1.7516,-1.176,-1.176,36356.05666666666,0.18,0.0164,39639.26152609269,54.324931376184395,2153400.162207612,24.31745989956854,523652.22092207987,-2.991193971099293,2.6159808128242146,2163209.5,483209.50000000006,-0.45346221863338254,8.369603851348085
2024-10-07,SKU0003,Electronics,37755.49847457627,59,30000,False,-1.176,1.7516,-1.176,-1.176,34607.52,0.18,0.0164,38066.99552284299,58.43264992404664,2224355.4230465353,21.191573992232197,471375.92532513605,-0.9616102982260233,0.8250375729417891,2227574.41,457574.41,-0.14450637154989066,3.0162340864158255
2024-10-14,SKU0003,Electronics,33729.24307692308,52,30000,False,-1.176,1.7516,-1.176,-1.176,35107.996666666666,0.18,0.0164,,,,,,,,1753920.6400000001,193920.64000000004,,
2024-10-21,SKU0003,Electronics,,0,30000,False,-1.176,1.7516,-1.176,-1.176,36293.05666666667,0.18,0.0164,,,,,,,,,,,
2024-10-28,SKU0003,Electronics,35525.3074137931,58,30000,False,-1.176,1.7516,-1.176,-1.176,36413.68333333333,0.18,0.0164,,,,,,,,2060467.83,320467.83,,
2024-11-04,SKU0003,Electronics,37814.83346153847,52,30000,False,-1.176,1.7516,-1.176,-1.176,36319.386666666665,0.18,0.0164,38804.833874611235,50.44339951617543,1957447.7382958324,22.69004398540141,444145.7528105694,-2.993462468893404,2.618021348896593,1966371.3400000003,406371.34000000026,-0.45381060650364624,9.295540578862948
2024-11-11,SKU0003,Electronics,36284.1268,50,30000,False,-1.176,1.7516,-1.176,-1.176,33745.56,0.18,0.0164,37119.5733025816,48.67923183336494,1806952.3143519536,19.180105451498946,346575.3593510054,-2.6415363332701225,2.302512355296926,1814206.3399999999,314206.3399999999,-0.3998456784163995,10.301835205172981
2024-11-18,SKU0003,Electronics,35731.903018867924,53,30000,False,-1.176,1.7516,-1.176,-1.176,35538.46666666667,0.18,0.0164,36669.38909395427,51.41013880983024,1885178.383391864,18.187892568556208,342874.2190969569,-2.9997380946599317,2.623666796003876,1893790.86,303790.86,-0.45477443101273884,12.865218886755493
2024-11-25,SKU0003,Electronics,36448.02127272728,55,30000,False,-1.176,1.7516,-1.176,-1.176,35169.68666666667,0.18,0.0164,37403.56194783819,53.351375170292336,1995531.4661843858,19.793735040964712,394990.2110756157,-2.9974996903775697,2.621653087724418,2004641.1700000004,354641.17000000045,-0.45443064584045345,11.377427238810212
2024-12-02,SKU0003,Electronics,36388.37235294117,51,30000,False,-1.176,1.7516,-1.176,-1.176,33846.153333333335,0.18,0.0164,37230.14222863845,49.646663531565785,1848352.3444575518,19.420130560438267,358952.4385105782,-2.6536009184984555,2.3132935640338914,1855806.9899999998,325806.9899999998,-0.40169293372733783,10.173338672254516
2024-12-09,SKU0003,Electronics,39962.07047619048,42,30000,False,-1.176,1.7516,-1.176,-1.176,35889.98,0.18,0.0164,39477.95998985067,42.60633583700318,1682011.2214873524,24.00823140883507,403821.14637725696,1.4436567547694734,-1.2114249351225181,1678406.96,418406.9600000001,0.21474300174211258,-3.486035132575982
2024-12-16,SKU0003,Electronics,33258.333384615384,65,30000,False,-1.176,1.7516,-1.176,-1.176,35530.57,0.18,0.0164,,,,,,,,2161791.67,211791.66999999993,,
2024-12-23,SKU0003,Electronics,37520.852333333336,60,30000,False,-1.176,1.7516,-1.176,-1.176,35355.130000000005,0.18,0.0164,38503.44096538263,58.20341639234195,2241031.807046122,22.084885797681917,494929.3152758634,-2.9943060127634147,2.618780147423161,2251251.14,451251.14000000013,-0.4539401567555945,9.67934956925831
2024-12-30,SKU0003,Electronics,35437.08,21,30000,False,-1.176,1.7516,-1.176,-1.176,34638.89333333333,0.18,0.0164,,,,,,,,744178.68,114178.68000000004,,
2024-07-01,SKU0004,Electronics,13417.998,80,9000,True,-1.8797,0.0483,0.0483,0.0483,9964.842,0.18,0.0018,,,,,,,,1073439.8399999999,353439.83999999997,,
2024-07-08,SKU0004,Electronics,14264.49883116883,77,9000,True,-1.8797,0.0483,0.0483,0.0483,9534.189,0.18,0.0018,,,,,,,,1098366.41,405366.4099999999,,
2024-07-15,SKU0004,Electronics,14431.626274509805,51,9000,False,-1.8797,0.0483,-1.8797,-1.8797,10072.686,0.18,0.0018,,,,,,,,736012.9400000001,277012.94000000006,,
2024-07-22,SKU0004,Electronics,14862.188333333334,60,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9716.133,0.18,0.0018,,,,,,,,891731.3,351731.3,,
2024-07-29,SKU0004,Electronics,13966.606000000002,50,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9488.532,0.18,0.0018,,,,,,,,698330.3,248330.30000000008,,
2024-08-05,SKU0004,Electronics,14682.984473684211,38,9000,True,-1.8797,0.0483,0.0483,0.0483,9428.595,0.18,0.0018,,,,,,,,557953.41,215953.41000000003,,
2024-08-12,SKU0004,Electronics,12062.936233766231,77,9000,True,-1.8797,0.0483,0.0483,0.0483,9518.448,0.18,0.0018,,,,,,,,928846.0899999999,235846.08999999982,,
2024-08-19,SKU0004,Electronics,14732.921463414636,41,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9343.152,0.18,0.0018,,,,,,,,604049.78,235049.78000000006,,
2024-08-26,SKU0004,Electronics,13688.389782608694,46,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9190.494,0.18,0.0018,,,,,,,,629665.9299999999,215665.92999999993,,
2024-09-02,SKU0004,Electronics,14288.93487804878,41,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9149.508,0.18,0.0018,,,,,,,,585846.33,216846.33,,
2024-09-09,SKU0004,Electronics,14879.39,48,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9121.425,0.18,0.0018,,,,,,,,714210.72,282210.72,,
2024-09-16,SKU0004,Electronics,15152.817727272726,44,9000,True,-1.8797,0.0483,0.0483,0.0483,9155.928,0.18,0.0018,,,,,,,,666723.98,270723.98,,
2024-09-23,SKU0004,Electronics,12552.135777777778,45,9000,True,-1.8797,0.0483,0.0483,0.0483,9673.731,0.18,0.0018,,,,,,,,564846.11,159846.11,,
2024-09-30,SKU0004,Electronics,14937.976774193548,31,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9598.941,0.18,0.0018,,,,,,,,463077.28,184077.28,,
2024-10-07,SKU0004,Electronics,15414.63576923077,26,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9934.503,0.18,0.0018,,,,,,,,400780.53,166780.53000000003,,
2024-10-14,SKU0004,Electronics,15976.591612903225,31,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9402.384,0.18,0.0018,,,,,,,,495274.33999999997,216274.33999999997,,
2024-10-21,SKU0004,Electronics,,0,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9334.293,0.18,0.0018,,,,,,,,,,,
2024-10-28,SKU0004,Electronics,14815.497272727274,33,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9670.413,0.18,0.0018,,,,,,,,488911.41000000003,191911.41000000006,,
2024-11-04,SKU0004,Electronics,14802.479,30,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9066.33,0.18,0.0018,,,,,,,,444074.37,174074.37,,
2024-11-11,SKU0004,Electronics,13181.651666666665,36,9000,False,-1.8797,0.0483,-1.8797,-1.8797,8992.794,0.18,0.0018,,,,,,,,474539.45999999996,150539.45999999993,,
2024-11-18,SKU0004,Electronics,15180.907741935484,31,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9248.925,0.18,0.0018,,,,,,,,470608.14,191608.13999999998,,
2024-11-25,SKU0004,Electronics,13551.309411764709,34,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9571.263,0.18,0.0018,,,,,,,,460744.5200000001,154744.5200000001,,
2024-12-02,SKU0004,Electronics,14730.058333333332,30,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9508.14,0.18,0.0018,,,,,,,,441901.75,171901.74999999997,,
2024-12-09,SKU0004,Electronics,15188.52722222222,36,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9621.006,0.18,0.0018,,,,,,,,546786.9799999999,222786.9799999999,,
2024-12-16,SKU0004,Electronics,13524.729743589744,39,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9545.754,0.18,0.0018,,,,,,,,527464.46,176464.46,,
2024-12-23,SKU0004,Electronics,15065.611428571428,42,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9421.083,0.18,0.0018,,,,,,,,632755.6799999999,254755.68,,
2024-12-30,SKU0004,Electronics,15872.2165,20,9000,False,-1.8797,0.0483,-1.8797,-1.8797,9798.875999999998,0.18,0.0018,,,,,,,,317444.33,137444.33000000002,,
2024-07-01,SKU0005,Electronics,6095.710044247788,226,6000,True,-2.4587,-3.7896,-3.7896,-3.7896,7019.933333333333,0.18,0.0,,,,,,,,1377630.47,21630.470000000012,,
2024-07-08,SKU0005,Electronics,6271.0388047808765,251,6000,True,-2.4587,-3.7896,-3.7896,-3.7896,6837.543333333332,0.18,0.0,,,,,,,,1574030.74,68030.74,,
2024-07-15,SKU0005,Electronics,6503.269602272727,176,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,7103.206666666666,0.18,0.0,,,,,,,,1144575.45,88575.44999999992,,
2024-07-22,SKU0005,Electronics,7162.048831168831,154,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,7222.073333333334,0.18,0.0,,,,,,,,1102955.52,178955.52000000002,,
2024-07-29,SKU0005,Electronics,6539.227021276595,188,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,7011.326666666667,0.18,0.0,,,,,,,,1229374.68,101374.6799999999,,
2024-08-05,SKU0005,Electronics,6542.924242424242,198,6000,True,-2.4587,-3.7896,-3.7896,-3.7896,6981.126666666667,0.18,0.0,,,,,,,,1295499.0,107498.99999999993,,
2024-08-12,SKU0005,Electronics,5574.29825203252,246,6000,True,-2.4587,-3.7896,-3.7896,-3.7896,6692.963333333333,0.18,0.0,,,,,,,,1371277.37,-104722.62999999998,,
2024-08-19,SKU0005,Electronics,7365.835112781955,133,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6836.616666666666,0.18,0.0,7457.653132406685,129.01000000000002,962111.8306117866,19.545735186751443,188051.8306117864,-2.9999999999999805,1.2465391665555714,979656.0700000001,181656.07000000004,-1.7908570084410824,3.520807541298443
2024-08-26,SKU0005,Electronics,7403.694027777778,144,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6981.5,0.18,0.0,7495.983973605963,139.68,1047039.0414332809,19.95713943457534,208959.04143328092,-2.9999999999999916,1.2465391665555714,1066131.94,202131.93999999997,-1.7908570084410935,3.3775470780525563
2024-09-02,SKU0005,Electronics,6538.924277108434,166,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6982.576666666667,0.18,0.0,,,,,,,,1085461.43,89461.43,,
2024-09-09,SKU0005,Electronics,6610.873712574849,167,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6798.326666666667,0.18,0.0,,,,,,,,1104015.91,102015.90999999984,,
2024-09-16,SKU0005,Electronics,6807.267218543047,151,6000,True,-2.4587,-3.7896,-3.7896,-3.7896,6691.803333333333,0.18,0.0,,,,,,,,1027897.3500000002,121897.35000000017,,
2024-09-23,SKU0005,Electronics,7003.002993197279,147,6000,True,-2.4587,-3.7896,-3.7896,-3.7896,7044.883333333334,0.18,0.0,,,,,,,,1029441.44,147441.43999999994,,
2024-09-30,SKU0005,Electronics,7430.572352941176,119,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6931.493333333333,0.18,0.0,7523.197347619838,115.43,868402.6698357579,20.246675412572312,175822.66983575793,-2.9999999999999916,1.2465391665555714,884238.11,170238.10999999996,-1.7908570084410935,3.280440458225242
2024-10-07,SKU0005,Electronics,7323.11343137255,102,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6810.596666666667,0.18,0.0,7414.3989085059,98.94000000000001,733580.6280075739,19.076379973072157,139940.62800757377,-2.9999999999999916,1.2465391665555714,746957.5700000001,134957.57000000007,-1.7908570084410824,3.6923145604753405
2024-10-14,SKU0005,Electronics,6798.538968253969,126,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6486.943333333334,0.18,0.0,,,,,,,,856615.91,100615.91000000009,,
2024-10-21,SKU0005,Electronics,7513.87,119,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6903.176666666666,0.18,0.0,7593.286537753973,115.9632190804322,880541.9503180605,20.982831740012976,184762.63583546726,-2.551916739132609,1.0569325494581783,894150.53,180150.53,-1.521956228325394,2.560140031487701
2024-10-28,SKU0005,Electronics,6661.9385135135135,148,6000,False,-2.4587,-3.7896,-2.4587,-2.4587,6928.343333333333,0.18,0.0,,,,,,,,985966.9,97966.9,,
